Filename,Period,Date,Speech #,Paragraph #,Speaker,Role,Gender,Party,Interjector Party,Previous Paragraphs,Paragraph,blind_topic label,notes,manual_annotation,Agenda Item,Context,Supplementary Context,flagged,Topic Label,prediction_phaseIII,prediction,Interjection Text,Interjection Label,Interjection,Intervention,Quote,Interjector,Interjector Gender,Verbal interjection,Nonverbal interjection,Interjection type,Directed at (Person),Directed at (Party),Paragraph tokens,Interjection tokens,paragraph_token_count,interjection_token_count,Previous Interjections,partition,entropy,correct,merged_true,merged_pred,merged_correct,Unnamed: 0,prediction_changed,flagged_phaseIII,entropy_phaseIII
20_0044.xml,20,23.06.2022,10,2,Markus Kurth,,männlich,GRUENE,GRUENE,"['Frau Präsidentin! Verehrte Kolleginnen und Kollegen! Was wir gegenwärtig insgesamt an Preisentwicklung sehen, ist tatsächlich einmalig für die Nachkriegszeit der Bundesrepublik Deutschland. Das wird jetzt auch nicht zu Ende sein. Vielmehr werden wir nach meiner Meinung, wie Finanzminister Christian Lindner richtig eingeschätzt hat, auch in den nächsten Jahren noch erhebliche Verwerfungen an den Märkten erleben, deren Folgen für Millionen Bürgerinnen und Bürger tatsächlich existenzielle Ängste bedeuten. In dieser Situation, in dieser wirklich epischen Krise, haben die Bürgerinnen und Bürger der Bundesrepublik Deutschland eine ernsthafte und seriöse Debatte verdient. Dem werden der Antrag der Union und die Rede von Frau Klöckner und das, was wir von Herrn Spahn gehört haben, leider nicht im Ansatz gerecht.']","Eine seriöse Debatte fängt aus meiner Sicht damit an, dass man sich im Rückblick auch mal mit den Ursachen beschäftigt. Wer hat uns denn in diese Abhängigkeit des Kremlfaschismus gebracht? Wer hat denn jahrzehntelang die Energiewende blockiert, ausgesessen und hintertrieben? Das waren doch Sie von der Union. Das hilft jetzt natürlich nicht – hätte, hätte, Fahrradkette –; aber ich finde, zu einer ehrlichen Reflexion der Situation gehört, dass man das nicht unter den Teppich kehrt und verschweigt.",Energy,,True,Teuerspirale beenden – Bürgerinnen und Bürger schnell und wirksam entlasten,Beratung des Antrags der Fraktion der CDU/CSU,,True,Energy,Macroeconomics,International,Ein bisschen Demut bei der Union!,"cooperative, confrontational_others_cdu",True,False,False,Sven-Christian Kindler,männlich,True,False,Zuruf,Markus Kurth,GRUENE,,"['Ein', 'bisschen', 'Demut', 'bei', 'der', 'Union']",0,6,"[('Beifall', 'GRUENE', None), ('Beifall', 'FDP', None)]",unlabeled,0.938367486000061,0.0,,,,540.0,True,True,1.9239607
20_0156.xml,20,13.03.2024,57,1,Olaf Scholz,Bundeskanzler,männlich,SPD,SPD,[],"Die Regierung kann und muss sich zu allem eine Meinung bilden, möglichst eine fachlich begründete. Im Übrigen bleibt es ein Parlamentsrecht.",Government,,False,Befragung der Bundesregierung,,,True,Government,Government,Government,So einfach!,cooperative,True,False,False,Johannes Fechner,männlich,True,False,Zuruf,Olaf Scholz,SPD,,"['So', 'einfach']",0,2,"[('Beifall', 'SPD', None)]",unlabeled,0.4100578725337982,0.0,,,,3553.0,False,False,0.18252376
20_0169.xml,20,16.05.2024,7,37,Tina Rudolph,,weiblich,SPD,GRUENE,"['und hoffen, dass sie irgendwann verfangen und Leute so unzufrieden machen, dass sie Ihrer Politik blind hinterherlaufen, obwohl Sie viele Fragen aufwerfen und keine Lösungen bieten.', 'Damit nehmen Sie bewusst in Kauf, dass Menschen so aufgebracht sind, dass sie auch tätlich werden. Sie nehmen bewusst in Kauf, dass unsere Gesellschaft in diesen Zustand kommt.']",Übernehmen Sie dafür endlich die Verantwortung!,Civil,covid/civil-health overlap,False,Für transparente Verhandlungen über das WHO-Pandemieabkommen – Gegen Fehlinformationen und Verschwörungstheorien. Ablehnung des WHO-Pandemievertrags sowie der überarbeiteten Internationalen Gesundheitsvorschriften,"Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Gesundheit (14. Ausschuss). – zu dem Antrag der Fraktion der CDU/CSU. – zu dem Antrag der Abgeordneten Martin Sichert, Dr. Christina Baum, Jörg Schneider, weiterer Abgeordneter und der Fraktion der AfD",,False,Health,Health,Health,Sehr gut!,cooperative,True,False,False,Johannes Wagner,männlich,True,False,Zuruf,Tina Rudolph,SPD,,"['Sehr', 'gut']",0,2,"[('Beifall', 'SPD', None), ('Beifall', 'GRUENE', None)]",unlabeled,0.0446415282785892,0.0,,,,3966.0,False,False,0.13233946
20_0137.xml,20,16.11.2023,3,5,Konstantin von Notz,,männlich,GRUENE,FDP,"['Und genau dafür haben wir hier in diesem Gesetzgebungsverfahren gesorgt, meine Damen und Herren.', 'Die beiden Entwürfe aus erster Lesung – das hat auch die Anhörung glasklar gezeigt; es wurde hier gesagt – haben den verfassungsrechtlichen Vorgaben nicht genügt. Und deswegen – und das ist nichts Schlechtes, sondern etwas Gutes, Herr Kollege Heck – haben wir die kritisierten Normen gänzlich neu konzipiert. Wir haben extrem weitreichende Öffnungsklauseln überarbeitet bzw. gestrichen, wir haben unklare Rechtsbegriffe präzisiert, und wir haben die Schwelle der konkretisierten Gefahr legal definiert und in das Gesetz geschrieben.']",Zwei Beispiele: Erstens. Nach dem ursprünglichen Entwurf sollten Übermittlungen an Private unter den gleichen Bedingungen wie Übermittlungen an öffentliche Stellen erfolgen.,Defense,defense or law,False,,19 Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zum ersten Teil der Reform des Nachrichtendienstrechts. Beschlussempfehlung und Bericht des Ausschusses für Inneres und Heimat (4. Ausschuss). 21 – Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Änderung des BND-Gesetzes. Beschlussempfehlung und Bericht des Ausschusses für Inneres und Heimat (4. Ausschuss). – Bericht des Haushaltsausschusses (8. Ausschuss) gemäß § 96 der Geschäftsordnung,,True,Defense,Defense,Defense,Irre!,cooperative,True,False,False,Konstantin Kuhle,männlich,True,False,Zuruf,Konstantin von Notz,GRUENE,,['Irre'],0,1,[],unlabeled,0.3595551252365112,0.0,,,,2956.0,False,False,0.07654084
20_0041.xml,20,02.06.2022,6,4,Till Steffen,,männlich,GRUENE,FDP,"['Das ist natürlich ein sehr deutlicher und auch sehr besorgniserregender Befund über die Realität unserer digitalen Strafverfolgung. Deswegen ist die Frage der Digitalisierung so entscheidend. Wenn wir die Realität unserer Strafverfolgung ändern wollen, dann müssen wir diesen Umschwung zur Digitalisierung hinkriegen. Ich begrüße, dass sich der Bundesjustizminister dieses Thema sehr stark auf die Fahnen geschrieben hat.', 'Es ist ein Umdenken in vielen Arbeitsabläufen erforderlich. Ich bin überzeugt: Das Recht selbst wird sich verändern. – Aber das Gute ist: Alle sind bereit. Die Bürgerinnen und Bürger haben sich längt daran gewöhnt, dass man ganz viele Dinge online erledigen kann. Sogar die Justiz hat sich mal bewegt. Wir haben seit Jahren den § 128a in der Zivilprozessordnung, der eine digitale Verhandlung regelt. In der Coronapandemie haben wir alle entdeckt: Das ist eigentlich eine ganz feine Sache. – Die Leute wissen jetzt also, wie es geht. Die Anwältinnen und Anwälte haben sich sogar an das elektronische Anwaltspostfach gewöhnt und benutzen das jetzt. Die Landesjustizverwaltungen haben viele Prozesse in Gang gesetzt, die elektronische Akte auf den Weg gebracht und vieles mehr. Alle sind bereit.']","Jetzt gilt es, den Knoten durchzuschlagen und entsprechend durchzustarten. Das braucht dann natürlich auch die Aktivität des Bundes.",Law,,False,Ich rufe die Tagesordnungspunkte I.15 a und b auf:,a) hier: Einzelplan 07 Bundesministerium der Justiz. b) hier: Einzelplan 19 Bundesverfassungsgericht,,True,Law,Law,Law,Nein!,confrontational,True,False,False,Otto Fricke,männlich,True,False,Zuruf,Till Steffen,GRUENE,,['Nein'],0,1,"[('Beifall', 'GRUENE', None)]",unlabeled,0.4392881393432617,0.0,,,,498.0,False,False,0.12960775
20_0125.xml,20,28.09.2023,15,7,Stephan Thomae,,männlich,FDP,FDP,"['Wir haben uns am Dienstag in der FDP-Bundestagsfraktion noch einmal sehr intensiv mit der ganzen Fülle der Fragen beschäftigt', 'und 24 Punkte beschlossen – realistisch, pragmatisch, ohne Weichzeichner, ohne Schönrederei. Das Problem liegt auf der Hand: Es kommen einfach zu viele Menschen ins Land, sodass die Kommunen, Landkreise und Städte nicht mehr in der Lage sind, alle aufzunehmen. Das ist nun einfach mal die Realität, die wir anerkennen müssen. Wir brauchen Sofortmaßnahmen, die aber nicht nur Symptome bekämpfen, sondern das Problem an der Wurzel packen, meine Damen und Herren.']",Um das Thema „Sachleistungen in Asylunterkünften“ ruhig einmal anzusprechen: Das ist sogar der gesetzliche Regelfall.,Immigration,,False,Befugnisse der Bundespolizei bei Abschiebungen zur Bewältigung der Massenmigration stärken und Fahndungskorridor erweitern. Elf-Punkte-Plan zum Schutz der Grenzen und vor unregulierter Massenmigration sofort umsetzen – Frühzeitige Unterrichtung des Parlaments bei kritischen Massenmigrationslagen sicherstellen,"a) Beratung des Antrags der Abgeordneten Martin Hess, Dr. Bernd Baumann, Dr. Gottfried Curio, weiterer Abgeordneter und der Fraktion der AfD. b) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Inneres und Heimat (4. Ausschuss) zu dem Antrag der Abgeordneten Martin Hess, Dr. Bernd Baumann, Dr. Gottfried Curio, weiterer Abgeordneter und der Fraktion der AfD",,False,Immigration,Immigration,Immigration,Ja!,cooperative,True,False,False,Manuel Höferlin,männlich,True,False,Zuruf,Stephan Thomae,FDP,,['Ja'],0,1,[],unlabeled,0.184184581041336,0.0,,,,2634.0,False,False,0.061620846
20_0163.xml,20,11.04.2024,5,9,Konstantin Kuhle,,männlich,FDP,GRUENE,"['ist die AfD nicht nur die Stimme Moskaus, sondern sie ist auch noch stolz darauf. Sie sind stolz darauf, dass Sie mit Moskau und mit dem Diktator Putin in einer Reihe stehen.', 'Ich will Ihnen eines sagen: Ich habe überhaupt keinen Zweifel, dass die Fälle Krah und Bystron die Spitze des Eisbergs sind und dass wir in den kommenden Wochen und Monaten noch weitere Informationen über Geldflüsse an die AfD erhalten werden.']","Dafür spricht übrigens das bisherige Verhalten der AfD: Mitglieder der AfD lassen sich vom russischen Staat zu Reisen in besetzte Gebiete in der Ukraine einladen; das ist erwiesen. Mitglieder der AfD nehmen an Scheinwahlbeobachtungsmissionen teil, um die Wahl des Diktators Wladimir Putin zu legitimieren. Mitglieder der AfD absolvieren Medienauftritte in den Propagandaschleudern des Kreml. Und Mitglieder der AfD, einschließlich ihres Fraktionsvorsitzenden, gehen bei Partys in der russischen Botschaft ein und aus,",International,international or government,False,Aktuelle Stunde. Mögliche Verstrickungen und Kooperationen von Mitgliedern der AfD-Fraktion mit autoritären Regimen vollständig aufklären,"auf Verlangen der Fraktionen SPD, BÜNDNIS 90/DIE GRÜNEN und FDP",,True,International,International,International,Ist er schon wieder da drüben? Wo ist denn Herr Chrupalla?,"cooperative, confrontational_others_afd",True,False,False,Till Steffen,männlich,True,False,Zuruf,Konstantin Kuhle,FDP,,"['Ist', 'er', 'schon', 'wieder', 'da', 'drüben', 'Wo', 'ist', 'denn', 'Herr', 'Chrupalla']",0,11,"[('Zuruf', 'AfD', 'Nahezu täglich!')]",unlabeled,0.6053617596626282,0.0,,,,3785.0,False,True,0.7384942
20_0208.xml,20,20.12.2024,2,10,Gülistan Yüksel,,weiblich,SPD,GRUENE,"['Sie schaden unserem Land insgesamt.', 'Ein modernes Einwanderungsland braucht ein modernes Staatsangehörigkeitsrecht. Das haben wir in der Ampel geschaffen. Mit Blick auf die Aufenthaltsfristen reiht sich Deutschland nun ein in die Reihe anderer großer Einwanderungsländer. Ob Frankreich, Finnland oder USA: Überall gilt eine Frist von fünf Jahren; in Kanada sind es sogar nur drei Jahre.']",Und selbst die Konrad-Adenauer-Stiftung konstatiert in einem Gutachten: Unsere Reform begründet im internationalen Vergleich keine Sonderstellung.,Immigration,,False,Erwerb der deutschen Staatsangehörigkeit bei vorübergehendem Schutz ausschließen,"Beratung des Antrags der Abgeordneten Dr. Christian Wirth, René Bochmann, Marcus Bühl, weiterer Abgeordneter und der Fraktion der AfD",,False,Immigration,Immigration,Immigration,Hört! Hört!,"cooperative, confrontational_others_cdu",True,False,False,Filiz Polat,weiblich,True,False,Zuruf,Gülistan Yüksel,SPD,,"['Hört', 'Hört']",0,2,[],unlabeled,0.0418151430785656,0.0,,,,5437.0,False,False,0.037965566
20_0023.xml,20,22.03.2022,4,3,Sven-Christian Kindler,,männlich,GRUENE,FDP,"['Sehr geehrte Frau Präsidentin! Meine Damen und Herren! Wir beraten heute den ersten Haushaltsentwurf dieser neuen Regierung unter extremen Bedingungen. Wir sind mit mehreren Krisen gleichzeitig konfrontiert: Da ist die Klimakrise, die immer noch anhält und weiter eskaliert, es ist die Coronapandemie, die lange noch nicht vorbei ist, und das ist seit dem 24. Februar leider der schreckliche Angriffskrieg von Wladimir Putin gegen die Ukraine. Diese Krisen haben – darauf hat Dennis Rohde hingewiesen – auch massive Auswirkungen auf diesen Haushalt und auf kommende Haushalte. Wir als Koalition sagen sehr klar im Bundestag: Wir werden diese Herausforderungen angehen. Dafür wurden wir in den Deutschen Bundestag gewählt. Dafür stehen wir als Koalition zusammen. Wir nehmen diesen Auftrag für die Haushaltsberatungen an.', 'Dieser Haushaltsentwurf ist eine gute Grundlage für die parlamentarischen Beratungen, die jetzt kommen. Viele wichtige Maßnahmen wurden hier verankert: beim Klimaschutz, bei energiepolitischen Maßnahmen, bei sozialen Maßnahmen, bei wirtschaftlichen Maßnahmen, Entlastungsmaßnahmen, die alle schon etatisiert sind. Natürlich ist es in dieser hochdynamischen Lage völlig klar, dass noch nicht alles in diesem Entwurf enthalten sein kann.']","Übrigens, Herr Dobrindt: Das hat die Union im Haushaltsausschuss gar nicht kritisiert. Auch die Union hat zusammen mit der SPD für 2020 im laufenden Haushaltsverfahren noch einen Ergänzungshaushalt vorgelegt.",Macroeconomics,,True,"Ich eröffne die Aussprache. Wir kommen zur allgemeinen Finanzdebatte einschließlich der Einzelpläne 08, 20, 32 und 60. Das Wort hat der Kollege Alexander Dobrindt für die CDU/CSU-Fraktion.",,,False,Macroeconomics,Macroeconomics,Macroeconomics,Ah!,"cooperative, confrontational_others_cdu",True,False,False,Christian Dürr,männlich,True,False,Zuruf,Sven-Christian Kindler,GRUENE,,['Ah'],0,1,[],unlabeled,0.3271498084068298,0.0,,,,222.0,False,True,0.8747051
20_0115.xml,20,06.07.2023,2,7,Siemtje Möller,Parl. Staatssekretärin beim Bundesminister der Verteidigung,weiblich,SPD,GRUENE,"['Deswegen konnten die ersten Schritte auch bereits umgesetzt werden. So haben wir die im Mandat vorgesehene Option einer beschleunigten Rückverlegung mit der ministeriellen Weisung vor einer Woche bereits eingeleitet. Dabei profitieren wir im Vergleich zu unseren Partnernationen in MINUSMA von der seit Wochen laufenden Rückverlegungsoperation. Hier zeigt sich doch, dass wir unserer Bundeswehr vertrauen können, einen ihr von uns erteilten Auftrag erneut gewissenhaft und hochprofessionell zu erfüllen.', 'Es ist eben soldatisches Grundverständnis, auf den Best Case zu hoffen und für den Worst Case zu planen. Deswegen halten wir auch eine weitere Sicherungskompanie zum Schutz des Kontingents vor. Die oberste Priorität bleibt die geordnete und unversehrte Rückkehr unserer Soldatinnen und Soldaten.']","Werte Kolleginnen und Kollegen, bei aller berechtigten Diskussion um einen vorgezogenen Abzug unserer Kräfte dürfen wir nicht die Leidtragenden der Entscheidung der Transitionsregierung aus den Augen verlieren. Die Konsequenzen des Endes der MINUSMA-Mission wird in erster Linie die malische Zivilbevölkerung tragen,",Defense,,False,Den MINUSMA-Einsatz der Bundeswehr rasch und geordnet beenden,Beratung des Antrags der Fraktion der CDU/CSU,,False,Defense,Defense,Defense,So ist es!,cooperative,True,False,False,Merle Spellerberg,weiblich,True,False,Zurufe,Siemtje Möller,SPD,,"['So', 'ist', 'es']",0,3,[],unlabeled,0.0746743902564048,0.0,,,,2330.0,False,False,0.018510316
